In-flight Analysis - Open UAS
5000ft above Sea Level, 29.92inHg, 41°F

Motor: BadAss 2826-970Kv; 970rpm/V; 2.99A no-load; 0.018 Ohms.
Battery: Kokam 3200SHD (20C); 3 cells; 3200mAh @ 3.7V; 0.008 Ohms/cell.
Speed Control: Generic Brushless ESC; 0.006 Ohms; High rate.
Drive System: APC 12x10-14x10; 15x8 (Pconst=1.17; Tconst=1) direct drive.
Airframe: OpenUAS; 1sq.in; 18.9oz RTF; 2720.2oz/sq.ft; Cd=0.084; Cl=0.38; Clopt=0.34; Clmax=1.08.
Stats: 532 W/lb in; 379 W/lb out; 273mph stall; 485mph opt; 459mph level; -9060ft/min @ -12.3°; -9060ft/min @ -12.3°.

AirSpd   Drag   Lift  Batt Motor Motor  Input   Loss MGbOut MotGb Shaft   Prop Thrust  PSpd  Prop Total   Time
 (mph)   (oz)   (oz)  Amps  Amps Volts    (W)    (W)    (W) Ef(%) Ef(%)    RPM   (oz) (mph) Ef(%) Ef(%)  (m:s)

   0.0    0.0    0.0  69.8  69.8   9.0  628.3  181.1  447.1  71.2  57.8   6497   97.6  49.2   0.0   0.0   2:45
   1.0    0.0    0.0  69.8  69.8   9.0  628.3  181.1  447.1  71.2  57.8   6497   96.6  48.2   2.7   1.5   2:45
   2.0    0.0    0.0  69.8  69.8   9.0  628.3  181.1  447.1  71.2  57.8   6497   95.6  47.2   5.3   3.1   2:45
   3.0    0.0    0.0  69.8  69.8   9.0  628.3  181.2  447.1  71.2  57.7   6496   94.6  46.2   7.9   4.5   2:45
   4.0    0.0    0.0  69.8  69.8   9.0  628.4  181.3  447.1  71.2  57.7   6495   93.6  45.2  10.4   6.0   2:45
   5.0    0.0    0.0  69.8  69.8   9.0  628.5  181.4  447.1  71.1  57.7   6493   92.7  44.2  12.9   7.4   2:45
   6.0    0.0    0.0  69.8  69.8   9.0  628.6  181.6  447.0  71.1  57.7   6491   91.7  43.2  15.3   8.8   2:45
   7.0    0.0    0.0  69.8  69.8   9.0  628.7  181.7  447.0  71.1  57.7   6488   90.7  42.2  17.6  10.2   2:45
   8.0    0.0    0.0  69.8  69.8   9.0  628.8  181.9  446.9  71.1  57.7   6486   89.7  41.1  19.9  11.5   2:45
