NACA 0019
 1.00000     0.00199
 0.98657     0.00495
 0.96355     0.00992
 0.93707     0.01545
 0.90756     0.02142
 0.87578     0.02763
 0.84248     0.03389
 0.80827     0.04008
 0.77354     0.04610
 0.73856     0.05191
 0.70348     0.05747
 0.66840     0.06277
 0.63340     0.06777
 0.59853     0.07244
 0.56387     0.07678
 0.52946     0.08073
 0.49536     0.08428
 0.46163     0.08739
 0.42835     0.09002
 0.39561     0.09214
 0.36348     0.09370
 0.33211     0.09467
 0.30164     0.09503
 0.27225     0.09474
 0.24416     0.09382
 0.21761     0.09228
 0.19284     0.09016
 0.17003     0.08754
 0.14930     0.08452
 0.13067     0.08119
 0.11405     0.07764
 0.09931     0.07396
 0.08625     0.07019
 0.07468     0.06639
 0.06441     0.06256
 0.05527     0.05872
 0.04713     0.05487
 0.03984     0.05102
 0.03333     0.04714
 0.02751     0.04324
 0.02233     0.03931
 0.01772     0.03532
 0.01368     0.03129
 0.01017     0.02719
 0.00719     0.02303
 0.00473     0.01883
 0.00280     0.01459
 0.00139     0.01034
 0.00048     0.00613
 0.00005     0.00202
 0.00005    -0.00202
 0.00048    -0.00613
 0.00139    -0.01034
 0.00280    -0.01459
 0.00473    -0.01883
 0.00719    -0.02303
 0.01017    -0.02719
 0.01368    -0.03129
 0.01772    -0.03532
 0.02233    -0.03931
 0.02751    -0.04324
 0.03333    -0.04714
 0.03984    -0.05102
 0.04713    -0.05487
 0.05527    -0.05872
 0.06441    -0.06256
 0.07468    -0.06639
 0.08625    -0.07019
 0.09931    -0.07396
 0.11405    -0.07764
 0.13067    -0.08119
 0.14930    -0.08452
 0.17003    -0.08754
 0.19284    -0.09016
 0.21761    -0.09228
 0.24416    -0.09382
 0.27225    -0.09474
 0.30164    -0.09503
 0.33211    -0.09467
 0.36348    -0.09370
 0.39561    -0.09214
 0.42835    -0.09002
 0.46163    -0.08739
 0.49536    -0.08428
 0.52946    -0.08073
 0.56387    -0.07678
 0.59853    -0.07244
 0.63340    -0.06777
 0.66840    -0.06277
 0.70348    -0.05747
 0.73856    -0.05191
 0.77354    -0.04610
 0.80827    -0.04008
 0.84248    -0.03389
 0.87578    -0.02763
 0.90756    -0.02142
 0.93707    -0.01545
 0.96355    -0.00992
 0.98657    -0.00495
 1.00000    -0.00199
