NACA 4512
 1.00000     0     0.00126
 0.98987     0     0.00428
 0.97088     0     0.00980
 0.94834     0     0.01612
 0.92396     0     0.02269
 0.89885     0     0.02917
 0.87345     0     0.03542
 0.84792     0     0.04140
 0.82231     0     0.04710
 0.79664     0     0.05252
 0.77091     0     0.05765
 0.74514     0     0.06249
 0.71932     0     0.06704
 0.69348     0     0.07128
 0.66761     0     0.07522
 0.64172     0     0.07885
 0.61582     0     0.08217
 0.58991     0     0.08516
 0.56401     0     0.08782
 0.53812     0     0.09015
 0.51226     0     0.09213
 0.48642     0     0.09375
 0.46063     0     0.09500
 0.43489     0     0.09587
 0.40922     0     0.09636
 0.38363     0     0.09643
 0.35813     0     0.09609
 0.33275     0     0.09531
 0.30751     0     0.09408
 0.28243     0     0.09237
 0.25754     0     0.09018
 0.23288     0     0.08748
 0.20851     0     0.08425
 0.18448     0     0.08046
 0.16090     0     0.07610
 0.13791     0     0.07116
 0.11575     0     0.06566
 0.09482     0     0.05966
 0.07571     0     0.05335
 0.05906     0     0.04702
 0.04532     0     0.04100
 0.03439     0     0.03551
 0.02585     0     0.03058
 0.01915     0     0.02614
 0.01388     0     0.02208
 0.00969     0     0.01832
 0.00639     0     0.01476
 0.00384     0     0.01136
 0.00196     0     0.00804
 0.00071     0     0.00482
 0.00010     0     0.00175
 
 
 0.00005    0     -0.00120
 0.00059    0     -0.00419
 0.00185    0     -0.00721
 0.00384    0     -0.01014
 0.00656    0     -0.01288
 0.01003    0     -0.01547
 0.01430    0     -0.01792
 0.01951    0     -0.02027
 0.02589    0     -0.02253
 0.03382    0     -0.02474
 0.04380    0     -0.02688
 0.05647    0     -0.02890
 0.07236    0     -0.03067
 0.09153    0     -0.03203
 0.11340    0     -0.03285
 0.13713    0     -0.03312
 0.16202    0     -0.03288
 0.18765    0     -0.03221
 0.21379    0     -0.03121
 0.24029    0     -0.02993
 0.26708    0     -0.02844
 0.29410    0     -0.02679
 0.32130    0     -0.02503
 0.34866    0     -0.02318
 0.37614    0     -0.02128
 0.40367    0     -0.01938
 0.43117    0     -0.01748
 0.45860    0     -0.01563
 0.48595    0     -0.01384
 0.51324    0     -0.01211
 0.54047    0     -0.01048
 0.56766    0     -0.00893
 0.59481    0     -0.00750
 0.62193    0     -0.00617
 0.64902    0     -0.00497
 0.67609    0     -0.00389
 0.70315    0     -0.00294
 0.73019    0     -0.00212
 0.75723    0     -0.00143
 0.78426    0     -0.00089
 0.81130    0     -0.00048
 0.83834    0     -0.00020
 0.86536    0     -0.00006
 0.89234    0     -0.00006
 0.91911    0     -0.00018
 0.94518    0     -0.00041
 0.96926    0     -0.00073
 0.98938    0     -0.00106
 1.00000    0     -0.00126
